Index,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
800,p,-,p,based,VBN,on,IN,PP,VBN1PP0PP0,1,ARG2-on
801,p,-,p,made,VBN,actual,JJ,NP,VBN1VP1NP0NP0,0,ARG1
802,p,-,p,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
803,v,p,a,said,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
804,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
805,-,-,a,force,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
806,-,-,a,force,VB,it,PRP,NP-SBJ,VB1VP0S0NP-SBJ0,1,ARG1
807,-,-,a,force,VB,to,TO,VP,VB1VP0S0VP0,1,ARG2
808,i,-,a,slash,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
809,i,-,a,slash,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
810,i,-,a,slash,VB,by,IN,PP-EXT,VB1VP0PP-EXT0,1,ARG2-by
811,v,p,a,reported,VBD,For,IN,PP,VBD1VP1S0PP0,0,ARGM-TMP
812,v,p,a,reported,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
813,v,p,a,reported,VBD,earnings,NNS,NP,VBD1VP0NP0,1,ARG1
814,v,p,a,said,VBD,A,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
815,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
816,g,-,-,tracking,VBG,*,-NONE-,NP-SBJ,VBG1VP1S-NOM-SBJ0NP-SBJ0,0,ARG0
817,g,-,-,tracking,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
818,p,n,a,changed,VBN,whose,WP$,WHNP-20,VBN1VP1VP1S1SBAR0WHNP-200,0,ARG1
819,p,n,a,changed,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
820,v,p,a,closed,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
821,v,p,a,closed,VBD,yesterday,NN,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
822,v,p,a,closed,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
823,v,p,a,closed,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-EXT
824,v,p,a,closed,VBD,down,RB,ADVP,VBD1VP0ADVP0,1,ARGM-MNR
825,p,p,p,completed,VBN,The,DT,NP-SBJ-17,VBN1VP1VP1S0NP-SBJ-170,0,ARG1
826,p,p,p,completed,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
827,p,-,p,disputed,VBN,1985,CD,CD,VBN1NP0CD0,1,ARG2
828,v,p,a,said,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
829,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
830,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
831,-,-,a,raise,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG0
832,-,-,a,raise,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
833,-,-,a,raise,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
834,-,-,a,raise,VB,by,IN,PP-EXT,VB1VP0PP-EXT0,1,ARG2-by
835,-,-,a,raise,VB,*-1,-NONE-,S-PRP,VB1VP0S-PRP0,1,ARGM-PNC
836,i,-,a,pay,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-10,0,ARG0
837,i,-,a,pay,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG3-for
838,v,p,a,upheld,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
839,v,p,a,upheld,VBD,state,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
840,v,p,a,upheld,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
841,v,p,a,found,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
842,v,p,a,found,VBD,state,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
843,v,p,a,found,VBD,the,DT,NP-SBJ,VBD1VP0S0NP-SBJ0,1,ARG1
844,v,p,a,found,VBD,illegal,JJ,ADJP-PRD,VBD1VP0S0ADJP-PRD0,1,ARG3
845,v,p,a,ordered,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
846,v,p,a,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1,ARG2
847,v,p,a,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
848,i,-,a,audit,VB,the,DT,NP-1,VB1VP1VP1VP1S1VP0NP-10,0,ARG0
849,i,-,a,audit,VB,Commonwealth,NNP,NP,VB1VP0NP0,1,ARG1
850,i,-,a,refund,VB,the,DT,NP-1,VB1VP1VP1VP1S1VP0NP-10,0,ARG0
851,i,-,a,refund,VB,any,DT,NP,VB1VP0NP0,1,ARG1
852,p,n,a,collecting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
853,p,n,a,collecting,VBG,for,IN,PP-PRP,VBG1VP0PP-PRP0,1,ARG4-for
854,p,n,a,collecting,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARG2-from
855,p,n,a,collecting,VBG,since,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
856,v,p,a,ruled,VBD,In,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
857,v,p,a,ruled,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
858,v,p,a,ruled,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
859,p,-,p,refunded,VBN,should,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
860,p,-,p,refunded,VBN,between,IN,NP-SBJ-1,VBN1VP1VP1VP1VP1S0NP-SBJ-10,0,ARG1
861,p,-,p,refunded,VBN,plus,CC,PP,VBN1VP0PP0,1,ARGM-MNR
862,v,p,a,added,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
863,v,p,a,added,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
864,v,p,a,added,VBD,an,DT,NP,VBD1VP0NP0,1,ARG1
865,v,p,a,added,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-to
866,v,p,a,set,VBD,Last,JJ,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
867,v,p,a,set,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
868,v,p,a,set,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
869,v,p,a,set,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-at
870,v,n,a,faces,VBZ,Commonwealth,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
871,v,n,a,faces,VBZ,now,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0,ARGM-TMP
872,v,n,a,faces,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
873,p,n,a,estimated,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
874,p,n,a,estimated,VBN,its,PRP$,NP,VBN1VP1VP1S1SBAR1NP0PP0NP0,0,ARG1
875,p,n,a,estimated,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-at
876,v,n,a,hope,VBP,consumer,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
877,v,n,a,hope,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
878,-,-,a,set,VB,Judge,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
879,-,-,a,set,VB,may,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
880,-,-,a,set,VB,a,DT,NP,VB1VP0NP0,1,ARG1
881,p,-,a,involving,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG2
882,p,-,a,involving,VBG,Commonwealth,NNP,NP,VBG1VP0NP0,1,ARG1
883,p,n,a,seeking,VBG,Commonwealth,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
884,p,n,a,seeking,VBG,about,IN,NP,VBG1VP0NP0,1,ARG1
885,i,-,a,pay,VB,Commonwealth,NNP,NP-SBJ,VB1VP1VP1S1SBAR-PRP1NP1VP1VP1S0NP-SBJ0,0,ARG0
886,i,-,a,pay,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG3-for
887,p,n,p,expected,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
888,i,-,a,rule,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
889,i,-,a,rule,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-on
890,i,-,a,rule,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
891,i,-,a,refund,VB,Last,JJ,NP-TMP,VB1VP1VP1S1VP1S0NP-TMP0,0,ARGM-TMP
892,i,-,a,refund,VB,had,VBD,VBD,VB1VP1VP1S1VP0VBD0,0,ARGM-MOD
893,i,-,a,refund,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
894,i,-,a,refund,VB,$,$,NP,VB1VP0NP0,1,ARG1
895,i,-,a,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
896,v,p,a,rose,VBD,Japan,NNP,NP-SBJ,VBD1VP1S-TPC-10NP-SBJ0,0,ARG1
897,v,p,a,rose,VBD,18,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
898,v,p,a,rose,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
899,v,p,a,rose,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
900,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
901,v,p,a,said,VBD,Japan,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
902,v,p,a,followed,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
903,v,p,a,followed,VBD,year-to-year,JJ,NP,VBD1VP0NP0,1,ARG2
904,p,n,a,setting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
905,p,n,a,setting,VBG,records,NNS,NP,VBG1VP0NP0,1,ARG1
906,p,n,a,setting,VBG,every,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
907,p,-,p,compared,VBN,October,NNP,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
908,p,-,p,compared,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
909,v,p,a,inched,VBD,October,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
910,v,p,a,inched,VBD,down,RB,RB,VBD1VP0ADVP-DIR0RB0,1,ARG5-DIR
911,v,p,a,inched,VBD,0.4,CD,NP,VBD1VP0ADVP-DIR0NP0,1,ARG2-EXT
912,v,p,a,grew,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
913,v,p,a,grew,VBD,22,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
914,v,p,a,grew,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
915,v,p,a,grew,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
916,v,p,a,benefited,VBD,from,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG0-from
917,v,p,a,benefited,VBD,Sales,NNS,NP,VBD1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
918,p,-,a,arising,VBG,price,NN,NP,VBG1VP1NP0NP0,0,ARG1
919,p,-,a,arising,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARG2-from
920,v,p,a,doubled,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
921,v,p,a,doubled,VBD,more,RBR,ADVP,VBD1VP0ADVP0,0,ARGM-ADV
922,v,p,a,doubled,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
923,v,p,a,doubled,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
924,v,p,a,said,VBD,Texas,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
925,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
926,v,p,a,opened,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
927,v,p,a,opened,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
928,v,p,a,opened,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
929,i,-,a,manufacture,VB,a,DT,NP,VB1VP1VP1S1SBAR-31VP0NP0NP0,0,ARG0
930,i,-,a,manufacture,VB,control,NN,NP,VB1VP0NP0,1,ARG1
931,p,-,p,located,VBN,The,DT,NP,VBN1VP1NP-SBJ-20NP0,0,ARG1
932,p,-,p,located,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
933,v,f,a,help,VB,The,DT,NP-SBJ-2,VB1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
934,v,f,a,help,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
935,v,f,a,help,VB,*-2,-NONE-,S,VB1VP0S0,1,ARG1
936,-,-,a,meet,VB,The,DT,NP-SBJ-2,VB1VP1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
937,-,-,a,meet,VB,increasing,VBG,NP,VB1VP0NP0,1,ARG1
938,p,-,a,increasing,VBG,demand,NN,NN,VBG1ADJP1NP0NN0,1,ARG1
939,p,-,a,diversifying,VBG,demand,NN,NN,VBG1ADJP1NP0NN0,1,ARG1
940,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
941,v,p,a,said,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
942,v,f,a,produce,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
943,v,f,a,produce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
944,v,f,a,produce,VB,control,NN,NP,VB1VP0NP0,1,ARG1
945,p,-,p,used,VBN,control,NN,NP,VBN1VP1NP0NP0,0,ARG1
946,p,-,p,used,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARG2-in
947,v,n,a,appears,VBZ,The,DT,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG1
948,i,-,a,depend,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
949,i,-,a,depend,VB,heavily,RB,ADVP-MNR,VB1VP0ADVP-MNR0,1,ARGM-MNR
950,i,-,a,depend,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-on
951,p,-,p,tied,VBD,development,NN,NP-SBJ-1,VBD1VP1SINV0NP-SBJ-10,0,ARG1
952,p,-,p,tied,VBD,directly,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,1,ARGM-MNR
953,p,-,p,tied,VBD,to,TO,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG1-to
954,p,-,p,filed,VBN,Documents,NNS,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
955,p,-,p,filed,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
956,p,-,p,filed,VBN,on,IN,PP,VBN1VP1NP-SBJ0PP0,1,ARGM-MNR
957,v,p,a,disclosed,VBD,Documents,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
958,v,p,a,disclosed,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
959,v,f,a,withdraw,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
960,v,f,a,withdraw,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
961,v,f,a,withdraw,VB,the,DT,NP,VB1VP0NP0,1,ARG1
962,v,f,a,withdraw,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
963,p,n,a,providing,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
964,p,n,a,providing,VBG,the,DT,NP,VBG1VP0NP0,1,ARG2
965,p,n,a,providing,VBG,financing,NN,NP,VBG1VP1VP1S1SBAR1NP0PP0NP0,0,ARG1
966,v,n,a,leaves,VBZ,Mr.,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
967,v,n,a,heads,VBZ,he,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
968,v,n,a,heads,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP-SBJ-180NP0,0,ARG1
969,p,n,p,scrapped,VBN,the,DT,NP-SBJ-18,VBN1VP1VP1S0NP-SBJ-180,0,ARG1
970,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
971,v,p,a,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
972,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
973,p,n,a,working,VBG,the,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
974,p,n,a,working,VBG,on,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-on
975,p,n,a,working,VBG,for,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
976,v,n,a,says,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
977,v,n,a,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
978,p,n,a,talking,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
979,p,n,a,talking,VBG,with,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-with
980,p,p,p,anticipated,VBN,many,JJ,NP-SBJ-19,VBN1VP1VP1S-ADV0NP-SBJ-190,0,ARG1
981,p,p,p,anticipated,VBN,when,WRB,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
982,v,p,a,announced,VBD,Minneapolis-based,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
983,v,p,a,announced,VBD,first,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
984,v,p,a,announced,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
985,v,p,a,announced,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
986,v,p,a,announced,VBD,when,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
987,v,p,a,attached,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
988,v,p,a,attached,VBD,the,DT,NP,VBD1VP1S1SBAR1NP-SBJ-30NP0,0,ARG1
989,v,p,a,attached,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-to
990,p,p,p,made,VBN,While,IN,SBAR,VBN1VP1VP1VP1S0SBAR0,0,ARGM-ADV
991,p,p,p,made,VBN,the,DT,NP-SBJ-3,VBN1VP1VP1VP1S0NP-SBJ-30,0,ARG1
992,p,p,p,made,VBN,n't,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
993,p,p,p,made,VBN,*-3,-NONE-,S,VBN1VP0S0,1,ARG2
994,p,p,p,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
995,v,p,a,have,VB,We,PRP,NP-SBJ,VB1VP1VP1S-TPC-10NP-SBJ0,0,ARG0
996,v,p,a,have,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
997,v,p,a,have,VB,much,RB,NP,VB1VP0NP0,1,ARG1
998,v,p,a,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
999,v,p,a,said,VBD,We,PRP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1000,v,p,a,said,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
1001,p,-,p,completed,VBN,without,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-ADV
1002,p,-,p,completed,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1003,p,-,p,completed,VBN,not,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
1004,p,-,p,completed,VBN,it,PRP,NP-SBJ-20,VBN1VP1VP1VP1S0NP-SBJ-200,0,ARG1
1005,v,p,a,want,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG0
1006,v,p,a,want,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1007,v,p,a,want,VB,*-1,-NONE-,S,VB1VP0S0,1,ARG1
1008,i,-,a,fund,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1009,i,-,a,fund,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1010,v,p,a,include,VB,a,DT,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG2
1011,v,p,a,include,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1012,v,p,a,include,VB,Seymour,NNP,NP,VB1VP0NP0,1,ARG1
1013,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1014,v,p,a,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
1015,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1016,v,n,a,anticipates,VBZ,Cray,NNP,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG0
1017,v,n,a,anticipates,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1,ARG1
1018,g,-,-,needing,VBG,Cray,NNP,NP-SBJ-1,VBG1VP1S1VP1S0NP-SBJ-10,0,ARG0
1019,g,-,-,needing,VBG,perhaps,RB,NP,VBG1VP0NP0,1,ARG1
1020,g,-,-,needing,VBG,beginning,VBG,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
1021,v,p,a,called,VBD,But,CC,CC,VBD1VP1S0CC0,0,ARGM-DIS
1022,v,p,a,called,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1023,v,p,a,called,VBD,that,IN,NP-SBJ,VBD1VP0S0NP-SBJ0,1,ARG1
1024,v,p,a,called,VBD,``,``,NP-PRD,VBD1VP0S0NP-PRD0,1,ARG2
1025,v,p,a,caused,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1026,v,p,a,caused,VBD,Cray,NNP,S,VBD1VP0S0,1,ARG1
1027,i,-,a,jump,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG1
1028,i,-,a,jump,VB,$,$,NP-EXT,VB1VP0NP-EXT0,1,ARG2-EXT
1029,i,-,a,jump,VB,yesterday,NN,NP-TMP,VB1VP0NP-TMP0,1,ARGM-TMP
1030,i,-,a,jump,VB,*-1,-NONE-,S-CLR,VB1VP0S-CLR0,1,ARG4
1031,i,-,a,close,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S-CLR1VP1VP1S0NP-SBJ-10,0,ARG1
1032,i,-,a,close,VB,at,IN,PP-LOC-CLR,VB1VP0PP-LOC-CLR0,1,ARGM-EXT
1033,i,-,a,close,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1034,v,p,a,noted,VBD,Analysts,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1035,v,p,a,noted,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
1036,v,p,a,noted,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1037,i,-,a,link,VB,Cray,NNP,NP,VB1VP1VP1S1NP-SBJ0NP0,0,ARG0
1038,i,-,a,link,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1039,i,-,a,link,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG1-to
1040,v,f,a,complicate,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1041,v,f,a,complicate,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1042,v,f,a,complicate,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1043,p,-,p,considered,VBN,has,VBZ,VBZ,VBN1VP1VP1VP1S1VP0VBZ0,0,ARGM-MOD
1044,p,-,p,considered,VBN,It,PRP,NP-SBJ-2,VBN1VP1VP1VP1S1VP1S-TPC-10NP-SBJ-20,0,ARG1
1045,p,-,p,considered,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-as
1046,v,p,a,said,VBD,It,PRP,S-TPC-1,VBD1VP1SINV0S-TPC-10,0,ARG1
1047,v,p,a,said,VBD,Gary,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
1048,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1049,v,p,a,said,VBD,Cray,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1050,v,n,a,believe,VBP,You,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1051,v,n,a,believe,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
1052,v,n,a,include,VBP,Besides,IN,PP,VBP1VP1S0PP0,0,ARGM-ADV
1053,v,n,a,include,VBP,other,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG2
1054,v,n,a,include,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
1055,v,n,a,describe,VBP,The,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1056,v,n,a,describe,VBP,those,DT,NP-2,VBP1VP0NP-20,1,ARG1
1057,v,n,a,describe,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-as
1058,p,n,p,made,VBN,those,DT,NP,VBN1VP1VP1S1SBAR1NP-20NP0,0,ARG1
1059,p,n,p,made,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-of
1060,v,f,a,require,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1061,v,f,a,require,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1062,v,f,a,require,VB,special,JJ,NP,VB1VP0NP0,1,ARG1
1063,v,f,a,contain,VB,In,IN,PP,VB1VP1VP1S0PP0,0,ARGM-DIS
1064,v,f,a,contain,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1065,v,f,a,contain,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
