Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
732,elect.01,p,p,p,elected,VBN,directors,NNS,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
733,succeed.02,v,n,a,succeed,VBP,They,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
734,succeed.02,v,n,a,succeed,VBP,Daniel,NNP,NP,VBP1VP0NP0,1,ARG1
735,succeed.02,v,n,a,succeed,VBP,on,IN,PP-LOC,VBP1VP0PP-LOC0,1,ARGM-LOC
736,retire.01,p,-,p,retired,VBN,Circuit,NNP,NNP,VBN1NP0NNP0,1,ARG0
737,order.01,p,p,p,ordered,VBN,Commonwealth,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
738,order.01,p,p,p,ordered,VBN,*-2,-NONE-,S,VBN1VP0S0,1,ARG2
739,refund.01,i,-,a,refund,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
740,refund.01,i,-,a,refund,VB,about,IN,NP,VB1VP0NP0,1,ARG1
741,refund.01,i,-,a,refund,VB,to,TO,PP-DIR-CLR,VB1VP0PP-DIR-CLR0,1,ARG2-to
742,refund.01,i,-,a,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
743,collect.01,p,-,p,collected,VBN,illegal,JJ,NP,VBN1VP1NP0NP0,0,ARG1
744,collect.01,p,-,p,collected,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARG4-for
745,order.01,p,-,p,ordered,VBN,previously,RB,ADVP-TMP,VBN1VP1S0ADVP-TMP0,0,ARGM-TMP
746,order.01,p,-,p,ordered,VBN,*,-NONE-,-NONE-,VBN1VP1S0NP-SBJ-10-NONE-0,0,ARG1
747,order.01,p,-,p,ordered,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
748,say.01,v,p,a,said,VBD,trade,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
749,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
750,require.01,p,-,p,required,VBN,ever,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,0,ARGM-TMP
751,require.01,p,-,p,required,VBN,the,DT,NP,VBN1VP1NP-PRD0NP0,0,ARG1
752,require.01,p,-,p,required,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-of
753,order.01,v,p,a,ordered,VBD,State,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
754,order.01,v,p,a,ordered,VBD,Edison,NNP,NP-1,VBD1VP0NP-10,1,ARG1
755,order.01,v,p,a,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG2
756,make.03,i,-,a,make,VB,Edison,NNP,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG0
757,make.03,i,-,a,make,VB,average,JJ,NP,VB1VP0NP0,1,ARG1
758,make.03,i,-,a,make,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1,ARG2-to
759,receive.01,p,n,a,received,VBN,Edison,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG0
760,receive.01,p,n,a,received,VBN,electric,JJ,NP,VBN1VP0NP0,1,ARG1
761,receive.01,p,n,a,received,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
762,include.01,p,-,a,including,VBG,Edison,NNP,NP,VBG1PP1NP0NP0,0,ARG2
763,include.01,p,-,a,including,VBG,about,IN,NP,VBG1PP0NP0,1,ARG1
764,move.01,p,n,a,moved,VBN,about,IN,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
765,move.01,p,n,a,moved,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
766,order.01,v,p,a,ordered,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
767,order.01,v,p,a,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1,ARG1
768,order.01,v,p,a,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG2
769,begin.01,i,-,a,begin,VB,the,DT,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG1
770,begin.01,i,-,a,begin,VB,Feb.,NNP,NP-TMP,VB1VP0NP-TMP0,1,ARGM-TMP
771,say.01,v,p,a,said,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
772,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
773,entertain.02,-,-,a,entertain,VB,he,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
774,entertain.02,-,-,a,entertain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
775,entertain.02,-,-,a,entertain,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
776,entertain.02,-,-,a,entertain,VB,any,DT,NP,VB1VP0NP0,1,ARG1
777,block.01,i,-,a,block,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
778,block.01,i,-,a,block,VB,his,PRP$,NP,VB1VP0NP0,1,ARG1
779,hold.02,p,-,p,held,VBN,may,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
780,hold.02,p,-,p,held,VBN,not,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
781,hold.02,p,-,p,held,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1VP1S-TPC-20NP-SBJ-10,0,ARG1
782,hold.02,p,-,p,held,VBN,hostage,NN,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
783,hold.02,p,-,p,held,VBN,through,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
784,say.01,v,p,a,said,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
785,say.01,v,p,a,said,VBD,The,DT,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
786,say.01,v,p,a,said,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
787,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
788,appeal.01,p,n,a,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
789,appeal.01,p,n,a,appealing,VBG,already,RB,ADVP-TMP,VBG1VP1VP0ADVP-TMP0,0,ARGM-TMP
790,appeal.01,p,n,a,appealing,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
791,underlie.01,p,-,a,underlying,VBG,commission,NN,NN,VBG1NP0NN0,1,ARG0
792,consider.02,p,n,a,considering,VBG,it,PRP,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
793,consider.02,p,n,a,considering,VBG,*-1,-NONE-,S,VBG1VP0S0,1,ARG1
794,appeal.01,g,-,-,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1S1VP1VP1VP1S0NP-SBJ-10,0,ARG0
795,appeal.01,g,-,-,appealing,VBG,Judge,NNP,NP,VBG1VP0NP0,1,ARG1
796,determine.01,p,f,p,determined,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
797,determine.01,p,f,p,determined,VBN,The,DT,NP-SBJ-16,VBN1VP1VP1VP1S0NP-SBJ-160,0,ARG1
798,determine.01,p,f,p,determined,VBN,next,JJ,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
799,determine.01,p,f,p,determined,VBN,based,VBN,PP,VBN1VP0PP0,1,ARG2
800,base.02,p,-,p,based,VBN,on,IN,PP,VBN1PP0PP0,1,ARG2-on
801,make.05,p,-,p,made,VBN,actual,JJ,NP,VBN1VP1NP0NP0,0,ARG1
802,make.05,p,-,p,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
803,say.01,v,p,a,said,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
804,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
805,force.01,-,-,a,force,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
806,force.01,-,-,a,force,VB,it,PRP,NP-SBJ,VB1VP0S0NP-SBJ0,1,ARG1
807,force.01,-,-,a,force,VB,to,TO,VP,VB1VP0S0VP0,1,ARG2
808,slash.02,i,-,a,slash,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
809,slash.02,i,-,a,slash,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
810,slash.02,i,-,a,slash,VB,by,IN,PP-EXT,VB1VP0PP-EXT0,1,ARG2-by
811,report.01,v,p,a,reported,VBD,For,IN,PP,VBD1VP1S0PP0,0,ARGM-TMP
812,report.01,v,p,a,reported,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
813,report.01,v,p,a,reported,VBD,earnings,NNS,NP,VBD1VP0NP0,1,ARG1
814,say.01,v,p,a,said,VBD,A,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
815,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
816,track.02,g,-,-,tracking,VBG,*,-NONE-,NP-SBJ,VBG1VP1S-NOM-SBJ0NP-SBJ0,0,ARG0
817,track.02,g,-,-,tracking,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
818,change.01,p,n,a,changed,VBN,whose,WP$,WHNP-20,VBN1VP1VP1S1SBAR0WHNP-200,0,ARG1
819,change.01,p,n,a,changed,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
820,close.02,v,p,a,closed,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
821,close.02,v,p,a,closed,VBD,yesterday,NN,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
822,close.02,v,p,a,closed,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
823,close.02,v,p,a,closed,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-EXT
824,close.02,v,p,a,closed,VBD,down,RB,ADVP,VBD1VP0ADVP0,1,ARGM-MNR
825,complete.01,p,p,p,completed,VBN,The,DT,NP-SBJ-17,VBN1VP1VP1S0NP-SBJ-170,0,ARG1
826,complete.01,p,p,p,completed,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
827,dispute.01,p,-,p,disputed,VBN,1985,CD,CD,VBN1NP0CD0,1,ARG2
828,say.01,v,p,a,said,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
829,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
830,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
831,raise.01,-,-,a,raise,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG0
832,raise.01,-,-,a,raise,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
833,raise.01,-,-,a,raise,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
834,raise.01,-,-,a,raise,VB,by,IN,PP-EXT,VB1VP0PP-EXT0,1,ARG2-by
835,raise.01,-,-,a,raise,VB,*-1,-NONE-,S-PRP,VB1VP0S-PRP0,1,ARGM-PNC
836,pay.01,i,-,a,pay,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-10,0,ARG0
837,pay.01,i,-,a,pay,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG3-for
838,uphold.01,v,p,a,upheld,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
839,uphold.01,v,p,a,upheld,VBD,state,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
840,uphold.01,v,p,a,upheld,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
841,find.01,v,p,a,found,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
842,find.01,v,p,a,found,VBD,state,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
843,find.01,v,p,a,found,VBD,the,DT,NP-SBJ,VBD1VP0S0NP-SBJ0,1,ARG1
844,find.01,v,p,a,found,VBD,illegal,JJ,ADJP-PRD,VBD1VP0S0ADJP-PRD0,1,ARG3
845,order.01,v,p,a,ordered,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
846,order.01,v,p,a,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1,ARG2
847,order.01,v,p,a,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
848,audit.01,i,-,a,audit,VB,the,DT,NP-1,VB1VP1VP1VP1S1VP0NP-10,0,ARG0
849,audit.01,i,-,a,audit,VB,Commonwealth,NNP,NP,VB1VP0NP0,1,ARG1
850,refund.01,i,-,a,refund,VB,the,DT,NP-1,VB1VP1VP1VP1S1VP0NP-10,0,ARG0
851,refund.01,i,-,a,refund,VB,any,DT,NP,VB1VP0NP0,1,ARG1
852,collect.01,p,n,a,collecting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
853,collect.01,p,n,a,collecting,VBG,for,IN,PP-PRP,VBG1VP0PP-PRP0,1,ARG4-for
854,collect.01,p,n,a,collecting,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARG2-from
855,collect.01,p,n,a,collecting,VBG,since,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
856,rule.01,v,p,a,ruled,VBD,In,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
857,rule.01,v,p,a,ruled,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
858,rule.01,v,p,a,ruled,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
859,refund.01,p,-,p,refunded,VBN,should,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
860,refund.01,p,-,p,refunded,VBN,between,IN,NP-SBJ-1,VBN1VP1VP1VP1VP1S0NP-SBJ-10,0,ARG1
861,refund.01,p,-,p,refunded,VBN,plus,CC,PP,VBN1VP0PP0,1,ARGM-MNR
862,add.02,v,p,a,added,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
863,add.02,v,p,a,added,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
864,add.02,v,p,a,added,VBD,an,DT,NP,VBD1VP0NP0,1,ARG1
865,add.02,v,p,a,added,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-to
866,set.01,v,p,a,set,VBD,Last,JJ,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
867,set.01,v,p,a,set,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
868,set.01,v,p,a,set,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
869,set.01,v,p,a,set,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-at
870,face.01,v,n,a,faces,VBZ,Commonwealth,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
871,face.01,v,n,a,faces,VBZ,now,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0,ARGM-TMP
872,face.01,v,n,a,faces,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
873,estimate.01,p,n,a,estimated,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
874,estimate.01,p,n,a,estimated,VBN,its,PRP$,NP,VBN1VP1VP1S1SBAR1NP0PP0NP0,0,ARG1
875,estimate.01,p,n,a,estimated,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-at
876,hope.01,v,n,a,hope,VBP,consumer,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
877,hope.01,v,n,a,hope,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
878,set.02,-,-,a,set,VB,Judge,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
879,set.02,-,-,a,set,VB,may,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
880,set.02,-,-,a,set,VB,a,DT,NP,VB1VP0NP0,1,ARG1
881,involve.01,p,-,a,involving,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG2
882,involve.01,p,-,a,involving,VBG,Commonwealth,NNP,NP,VBG1VP0NP0,1,ARG1
883,seek.01,p,n,a,seeking,VBG,Commonwealth,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
884,seek.01,p,n,a,seeking,VBG,about,IN,NP,VBG1VP0NP0,1,ARG1
885,pay.01,i,-,a,pay,VB,Commonwealth,NNP,NP-SBJ,VB1VP1VP1S1SBAR-PRP1NP1VP1VP1S0NP-SBJ0,0,ARG0
886,pay.01,i,-,a,pay,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG3-for
887,expect.01,p,n,p,expected,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
888,rule.01,i,-,a,rule,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
889,rule.01,i,-,a,rule,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-on
890,rule.01,i,-,a,rule,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
891,refund.01,i,-,a,refund,VB,Last,JJ,NP-TMP,VB1VP1VP1S1VP1S0NP-TMP0,0,ARGM-TMP
892,refund.01,i,-,a,refund,VB,had,VBD,VBD,VB1VP1VP1S1VP0VBD0,0,ARGM-MOD
893,refund.01,i,-,a,refund,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
894,refund.01,i,-,a,refund,VB,$,$,NP,VB1VP0NP0,1,ARG1
895,refund.01,i,-,a,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
896,rise.01,v,p,a,rose,VBD,Japan,NNP,NP-SBJ,VBD1VP1S-TPC-10NP-SBJ0,0,ARG1
897,rise.01,v,p,a,rose,VBD,18,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
898,rise.01,v,p,a,rose,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
899,rise.01,v,p,a,rose,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
900,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
901,say.01,v,p,a,said,VBD,Japan,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
902,follow.01,v,p,a,followed,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
903,follow.01,v,p,a,followed,VBD,year-to-year,JJ,NP,VBD1VP0NP0,1,ARG2
904,set.02,p,n,a,setting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
905,set.02,p,n,a,setting,VBG,records,NNS,NP,VBG1VP0NP0,1,ARG1
906,set.02,p,n,a,setting,VBG,every,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
907,compare.01,p,-,p,compared,VBN,October,NNP,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
908,compare.01,p,-,p,compared,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
909,inch.01,v,p,a,inched,VBD,October,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
910,inch.01,v,p,a,inched,VBD,down,RB,RB,VBD1VP0ADVP-DIR0RB0,1,ARG5-DIR
911,inch.01,v,p,a,inched,VBD,0.4,CD,NP,VBD1VP0ADVP-DIR0NP0,1,ARG2-EXT
912,grow.01,v,p,a,grew,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
913,grow.01,v,p,a,grew,VBD,22,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
914,grow.01,v,p,a,grew,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
915,grow.01,v,p,a,grew,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
916,benefit.01,v,p,a,benefited,VBD,from,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG0-from
917,benefit.01,v,p,a,benefited,VBD,Sales,NNS,NP,VBD1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
918,arise.01,p,-,a,arising,VBG,price,NN,NP,VBG1VP1NP0NP0,0,ARG1
919,arise.01,p,-,a,arising,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARG2-from
920,double.01,v,p,a,doubled,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
921,double.01,v,p,a,doubled,VBD,more,RBR,ADVP,VBD1VP0ADVP0,0,ARGM-ADV
922,double.01,v,p,a,doubled,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
923,double.01,v,p,a,doubled,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
924,say.01,v,p,a,said,VBD,Texas,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
925,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
926,open.01,v,p,a,opened,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
927,open.01,v,p,a,opened,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
928,open.01,v,p,a,opened,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
929,manufacture.01,i,-,a,manufacture,VB,a,DT,NP,VB1VP1VP1S1SBAR-31VP0NP0NP0,0,ARG0
930,manufacture.01,i,-,a,manufacture,VB,control,NN,NP,VB1VP0NP0,1,ARG1
931,locate.01,p,-,p,located,VBN,The,DT,NP,VBN1VP1NP-SBJ-20NP0,0,ARG1
932,locate.01,p,-,p,located,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
933,help.01,v,f,a,help,VB,The,DT,NP-SBJ-2,VB1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
934,help.01,v,f,a,help,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
935,help.01,v,f,a,help,VB,*-2,-NONE-,S,VB1VP0S0,1,ARG1
936,meet.01,-,-,a,meet,VB,The,DT,NP-SBJ-2,VB1VP1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
937,meet.01,-,-,a,meet,VB,increasing,VBG,NP,VB1VP0NP0,1,ARG1
938,increase.01,p,-,a,increasing,VBG,demand,NN,NN,VBG1ADJP1NP0NN0,1,ARG1
939,diversify.01,p,-,a,diversifying,VBG,demand,NN,NN,VBG1ADJP1NP0NN0,1,ARG1
940,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
941,say.01,v,p,a,said,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
942,produce.01,v,f,a,produce,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
943,produce.01,v,f,a,produce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
944,produce.01,v,f,a,produce,VB,control,NN,NP,VB1VP0NP0,1,ARG1
945,use.01,p,-,p,used,VBN,control,NN,NP,VBN1VP1NP0NP0,0,ARG1
946,use.01,p,-,p,used,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARG2-in
947,appear.02,v,n,a,appears,VBZ,The,DT,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG1
948,depend.01,i,-,a,depend,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
949,depend.01,i,-,a,depend,VB,heavily,RB,ADVP-MNR,VB1VP0ADVP-MNR0,1,ARGM-MNR
950,depend.01,i,-,a,depend,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-on
951,tie.01,p,-,p,tied,VBD,development,NN,NP-SBJ-1,VBD1VP1SINV0NP-SBJ-10,0,ARG1
952,tie.01,p,-,p,tied,VBD,directly,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,1,ARGM-MNR
953,tie.01,p,-,p,tied,VBD,to,TO,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG1-to
954,file.01,p,-,p,filed,VBN,Documents,NNS,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
955,file.01,p,-,p,filed,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
956,file.01,p,-,p,filed,VBN,on,IN,PP,VBN1VP1NP-SBJ0PP0,1,ARGM-MNR
957,disclose.01,v,p,a,disclosed,VBD,Documents,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
958,disclose.01,v,p,a,disclosed,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
959,withdraw.01,v,f,a,withdraw,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
960,withdraw.01,v,f,a,withdraw,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
961,withdraw.01,v,f,a,withdraw,VB,the,DT,NP,VB1VP0NP0,1,ARG1
962,withdraw.01,v,f,a,withdraw,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
963,provide.01,p,n,a,providing,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
964,provide.01,p,n,a,providing,VBG,the,DT,NP,VBG1VP0NP0,1,ARG2
965,provide.01,p,n,a,providing,VBG,financing,NN,NP,VBG1VP1VP1S1SBAR1NP0PP0NP0,0,ARG1
966,leave.01,v,n,a,leaves,VBZ,Mr.,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
967,head.01,v,n,a,heads,VBZ,he,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
968,head.01,v,n,a,heads,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP-SBJ-180NP0,0,ARG1
969,scrap.01,p,n,p,scrapped,VBN,the,DT,NP-SBJ-18,VBN1VP1VP1S0NP-SBJ-180,0,ARG1
970,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
971,say.01,v,p,a,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
972,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
973,work.01,p,n,a,working,VBG,the,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
974,work.01,p,n,a,working,VBG,on,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-on
975,work.01,p,n,a,working,VBG,for,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
976,say.01,v,n,a,says,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
977,say.01,v,n,a,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
