Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position
1032,close.02,i,0,a,close,VB,at,IN,PP-LOC-CLR,VB1VP0PP-LOC-CLR0,1
1033,close.02,i,0,a,close,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1
1035,note.XX,v,p,a,noted,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1
1037,link.01,i,0,a,link,VB,Cray,NNP,NP,VB1VP1VP1S1NP-SBJ0NP0,0
1038,link.01,i,0,a,link,VB,its,PRP$,NP,VB1VP0NP0,1
1040,complicate.01,v,f,a,complicate,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1041,complicate.01,v,f,a,complicate,VB,will,MD,MD,VB1VP1VP0MD0,0
1042,complicate.01,v,f,a,complicate,VB,a,DT,NP,VB1VP0NP0,1
1043,consider.01,p,0,p,considered,VBN,has,VBZ,VBZ,VBN1VP1VP1VP1S1VP0VBZ0,0
1044,consider.01,p,0,p,considered,VBN,It,PRP,NP-SBJ-2,VBN1VP1VP1VP1S1VP1S-TPC-10NP-SBJ-20,0
1045,consider.01,p,0,p,considered,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1
1046,say.01,v,p,a,said,VBD,It,PRP,S-TPC-1,VBD1VP1SINV0S-TPC-10,0
1047,say.01,v,p,a,said,VBD,Gary,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1
1048,say.01,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1049,say.01,v,p,a,said,VBD,Cray,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0
1050,believe.01,v,n,a,believe,VBP,You,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1051,believe.01,v,n,a,believe,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1
1052,include.01,v,n,a,include,VBP,Besides,IN,PP,VBP1VP1S0PP0,0
1053,include.01,v,n,a,include,VBP,other,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1057,describe.01,v,n,a,describe,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1
1058,make.01,p,n,p,made,VBN,those,DT,NP,VBN1VP1VP1S1SBAR1NP-20NP0,0
1059,make.01,p,n,p,made,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1
1060,require.01,v,f,a,require,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1061,require.01,v,f,a,require,VB,will,MD,MD,VB1VP1VP0MD0,0
1062,require.01,v,f,a,require,VB,special,JJ,NP,VB1VP0NP0,1
1063,contain.01,v,f,a,contain,VB,In,IN,PP,VB1VP1VP1S0PP0,0
1064,contain.01,v,f,a,contain,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1066,contain.01,v,f,a,contain,VB,16,CD,NP,VB1VP0NP0,1
1067,face.01,v,f,a,face,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1069,face.01,v,f,a,face,VB,will,MD,MD,VB1VP1VP0MD0,0
1071,have.03,v,n,a,has,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1SBAR1NP0NP0,0
1072,have.03,v,n,a,has,VBZ,about,RB,NP,VBZ1VP0NP0,1
1073,expect.01,p,n,p,expected,VBN,Cray,NNP,NP,VBN1VP1VP1S1SBAR1SBAR1NP0NP0,0
1074,roll.02,i,0,a,roll,VB,Cray,NNP,NP,VB1VP1VP1S1VP1VP1S1SBAR1SBAR1NP0NP0,0
1075,roll.02,i,0,a,roll,VB,the,DT,NP,VB1VP0NP0,1
1076,roll.02,i,0,a,roll,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1
1077,compete.01,v,f,a,compete,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1078,compete.01,v,f,a,compete,VB,also,RB,ADVP,VB1VP1VP1S0ADVP0,0
1079,compete.01,v,f,a,compete,VB,will,MD,MD,VB1VP1VP0MD0,0
1080,compete.01,v,f,a,compete,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1
1081,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1082,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1083,believe.01,v,n,a,believes,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1084,believe.01,v,n,a,believes,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1
1085,price.01,p,0,p,priced,VBN,supercomputers,NNS,NP,VBN1VP1NP0NP0,0
1087,receive.01,i,0,a,receive,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0
1089,receive.01,i,0,a,receive,VB,for,IN,PP,VB1VP0PP0,1
1090,receive.01,i,0,a,receive,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1
1091,own.01,v,n,a,own,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1094,occur.01,i,0,a,occur,VB,a,DT,NP,VB1VP1VP1S1VP1NP0NP0,0
1095,occur.01,i,0,a,occur,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1
1096,set.01,p,n,p,set,VBN,No,DT,NP-SBJ-23,VBN1VP1VP1VP1S0NP-SBJ-230,0
1097,leave.01,v,f,a,leave,VB,Instead,RB,ADVP,VB1VP1VP1S0ADVP0,0
1099,leave.01,v,f,a,leave,VB,will,MD,MD,VB1VP1VP0MD0,0
1100,leave.01,v,f,a,leave,VB,it,PRP,NP-SBJ,VB1VP0S0NP-SBJ0,1
1101,leave.01,v,f,a,leave,VB,up,IN,PP-PRD,VB1VP0S0PP-PRD0,1
1102,decide.01,i,0,a,decide,VB,the,DT,NP,VB1VP1VP1S1S0PP-PRD0PP0NP0,0
1103,apply.01,p,n,a,applied,VBN,Cray,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
1104,apply.01,p,n,a,applied,VBN,*-1,-NONE-,S,VBN1VP0S0,1
1105,trade.01,i,0,a,trade,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0
1106,trade.01,i,0,a,trade,VB,on,IN,PP-LOC,VB1VP0PP-LOC0,1
1107,calculate.01,v,n,a,calculate,VBP,Analysts,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1109,calculate.01,v,n,a,calculate,VBP,at,IN,PP-CLR,VBP1VP0PP-CLR0,1
1110,transfer.01,p,n,a,transferring,VBG,Along,IN,PP,VBG1VP1VP1S0PP0,0
1111,transfer.01,p,n,a,transferring,VBG,Cray,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
1113,relate.01,p,0,p,related,VBN,primarily,RB,NP,VBN1ADJP1NP0NP0,0
1114,relate.01,p,0,p,related,VBN,to,TO,PP,VBN1ADJP0PP0,1
1115,show.01,v,n,a,show,VBP,Pro-forma,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1116,show.01,v,n,a,show,VBP,clearly,RB,ADVP-MNR,VBP1VP0ADVP-MNR0,0
1118,favor.01,v,p,a,favored,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1119,favor.01,v,p,a,favored,VBD,the,DT,NP,VBD1VP0NP0,1
1120,favor.01,v,p,a,favored,VBD,why,WRB,WHADVP-1,VBD1VP1S1SBAR-NOM0WHADVP-10,0
1121,report.01,i,0,a,report,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1ADJP-PRD1VP1VP1VP1S0NP-SBJ-20,0
1122,report.01,i,0,a,report,VB,a,DT,NP,VB1VP0NP0,1
1123,post.01,v,p,a,posted,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1124,post.01,v,p,a,posted,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0
1126,exist.01,p,p,a,existed,VBN,then,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,1
1127,incur.01,p,0,a,incurred,VBN,On,IN,PP,VBN1VP1VP1VP1S0PP0,0
1130,incur.01,p,0,a,incurred,VBN,would,MD,MD,VBN1VP1VP1VP0MD0,0
1131,incur.01,p,0,a,incurred,VBN,a,DT,NP,VBN1VP0NP0,1
1132,reach.02,p,0,p,reached,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0
1134,reach.02,p,0,p,reached,VBN,Mr.,NNP,NP,VBN1VP1VP1VP1S1SBAR1NP-SBJ0NP0,0
1135,reach.02,p,0,p,reached,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1
1136,work.01,v,f,a,work,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0
1137,work.01,v,f,a,work,VB,will,MD,MD,VB1VP1VP1VP0MD0,0
1138,work.01,v,f,a,work,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1
1139,work.01,v,f,a,work,VB,as,IN,PP,VB1VP0PP0,1
1140,have.03,v,p,a,had,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1141,have.03,v,p,a,had,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0
1142,regard.01,p,0,p,Regarded,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1
1143,regard.01,p,0,p,Regarded,VBN,*-25,-NONE-,-NONE-,VBN1VP1S-ADV0NP-SBJ-10-NONE-0,0
1144,pay.01,p,p,p,paid,VBN,*-25,-NONE-,S-ADV,VBN1VP1VP1S0S-ADV0,0
1145,pay.01,p,p,p,paid,VBN,Mr.,NNP,NP-SBJ-25,VBN1VP1VP1S0NP-SBJ-250,0
1146,pay.01,p,p,p,paid,VBN,$,$,NP,VBN1VP0NP0,1
1147,pay.01,p,p,p,paid,VBN,at,IN,PP-LOC,VBN1VP0PP-LOC0,1
1149,pay.01,p,f,p,paid,VBN,At,IN,PP-LOC,VBN1VP1VP1VP1S0PP-LOC0,0
1150,pay.01,p,f,p,paid,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0
1151,pay.01,p,f,p,paid,VBN,he,PRP,NP-SBJ-26,VBN1VP1VP1VP1S0NP-SBJ-260,0
1152,pay.01,p,f,p,paid,VBN,$,$,NP,VBN1VP0NP0,1
1153,include.01,v,n,a,includes,VBZ,Besides,IN,PP,VBZ1VP1S0PP0,0
1154,include.01,v,n,a,includes,VBZ,other,JJ,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1156,come.03,v,p,a,came,VBD,All,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1157,come.03,v,p,a,came,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1
1158,employ.01,v,n,a,employs,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1NP-SBJ0NP0,0
1159,employ.01,v,n,a,employs,VBZ,currently,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0
1160,employ.01,v,n,a,employs,VBZ,241,CD,NP,VBZ1VP0NP0,1
1161,say.01,v,p,a,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1162,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1163,expect.01,v,n,a,expects,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1164,expect.01,v,n,a,expects,VBZ,a,DT,NP,VBZ1VP0NP0,1
1166,name.01,p,p,p,named,VBN,John,NNP,NP-SBJ-27,VBN1VP1VP1S0NP-SBJ-270,0
1169,continue.01,v,f,a,continue,VB,will,MD,MD,VB1VP1VP0MD0,0
1170,report.01,i,0,a,report,VB,He,PRP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0
1171,report.01,i,0,a,report,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1
1172,name.01,p,p,p,named,VBN,Arthur,NNP,NP-SBJ-28,VBN1VP1VP1S0NP-SBJ-280,0
1173,name.01,p,p,p,named,VBN,executive,NN,NP-PRD,VBN1VP0S0NP-PRD0,1
1174,name.01,p,p,p,named,VBN,John,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
1176,succeed.02,i,0,a,succeed,VB,John,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0
1177,succeed.02,i,0,a,succeed,VB,Mr.,NNP,NP,VB1VP0NP0,1
1178,succeed.02,i,0,a,succeed,VB,as,IN,PP-CLR,VB1VP0PP-CLR0,1
1180,name.01,p,p,p,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1
1181,claim.01,p,0,a,claiming,VBG,The,DT,NP-SBJ-1,VBG1VP1S-ADV1S0NP-SBJ-10,0
1183,remove.01,v,p,a,removed,VBD,The,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
1185,remove.01,v,p,a,removed,VBD,South,NNP,NP,VBD1VP0NP0,1
1187,watch.01,p,n,a,watching,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
1189,watch.01,p,n,a,watching,VBG,countries,NNS,NP,VBG1VP1VP1S1SBAR1NP0NP0,0
1190,watch.01,p,n,a,watching,VBG,for,IN,PP-CLR,VBG1VP0PP-CLR0,1
1191,fail.01,g,0,0,failing,VBG,countries,NNS,NP,VBG1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0
1192,fail.01,g,0,0,failing,VBG,allegedly,RB,ADVP,VBG1VP0ADVP0,0
1194,honor.01,i,0,a,honor,VB,countries,NNS,NP,VB1VP1VP1S1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0
1195,honor.01,i,0,a,honor,VB,U.S.,NNP,NP,VB1VP0NP0,1
1196,remain.01,v,f,a,remain,VB,However,RB,ADVP,VB1VP1VP1S-TPC-10ADVP0,0
1197,remain.01,v,f,a,remain,VB,five,CD,NP-SBJ,VB1VP1VP1S-TPC-10NP-SBJ0,0
1199,remain.01,v,f,a,remain,VB,on,IN,PP-LOC-PRD,VB1VP0PP-LOC-PRD0,1
1200,remain.01,v,f,a,remain,VB,as,IN,PP-PRP,VB1VP0PP-PRP0,1
1201,announce.01,v,p,a,announced,VBD,U.S.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1202,announce.01,v,p,a,announced,VBD,However,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0
1203,face.01,0,0,a,face,VB,Under,IN,PP-LOC,VB1VP1VP1S0PP-LOC0,0
1204,face.01,0,0,a,face,VB,those,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1206,face.01,0,0,a,face,VB,accelerated,JJ,NP,VB1VP0NP0,1
1207,face.01,0,0,a,face,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1
1208,improve.01,v,n,a,improve,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1209,improve.01,v,n,a,improve,VB,n't,RB,RB,VB1VP1VP0RB0,0
1210,improve.01,v,n,a,improve,VB,their,PRP$,NP,VB1VP0NP0,1
1211,improve.01,v,n,a,improve,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1
1212,say.01,v,p,a,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1213,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1214,place.01,v,p,a,placed,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1215,place.01,v,p,a,placed,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0
1216,place.01,v,p,a,placed,VBD,under,IN,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1
1217,vary.01,p,0,a,varying,VBG,degrees,NNS,NNS,VBG1NP0NNS0,1
1218,make.03,p,n,a,made,VBN,many,JJ,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0
1219,make.03,p,n,a,made,VBN,genuine,JJ,NP,VBN1VP0NP0,1
1220,say.01,v,p,a,said,VBD,She,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1221,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1222,grow.01,p,0,a,growing,VBG,realization,NN,NN,VBG1NP-PRD0NN0,1
1224,harm.01,v,n,a,harms,VBZ,all,DT,NP,VBZ1VP0NP0,1
1227,argue.01,v,n,a,argue,VBP,U.S.,NNP,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1228,argue.01,v,n,a,argue,VBP,that,IN,SBAR,VBP1VP0SBAR0,1
1229,hurt.01,p,0,a,hurting,VBG,countries,NNS,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0
1230,hurt.01,p,0,a,hurting,VBG,could,MD,MD,VBG1VP1VP1VP0MD0,0
1231,hurt.01,p,0,a,hurting,VBG,themselves,PRP,NP,VBG1VP0NP0,1
1232,hurt.01,p,0,a,hurting,VBG,by,IN,PP,VBG1VP0PP0PP0,1
1233,hurt.01,p,0,a,hurting,VBG,countries,NNS,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0
1234,hurt.01,p,0,a,hurting,VBG,could,MD,MD,VBG1VP1VP1VP0MD0,0
1235,hurt.01,p,0,a,hurting,VBG,themselves,PRP,NP,VBG1VP0NP0,1
1236,hurt.01,p,0,a,hurting,VBG,by,IN,PP,VBG1VP0PP0PP0,1
1237,discourage.01,g,0,0,discouraging,VBG,countries,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP1PP1VP1VP1VP1S0NP-SBJ-10,0
1239,deter.01,g,0,0,deterring,VBG,countries,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP1PP1VP1VP1VP1S0NP-SBJ-10,0
1241,deter.01,g,0,0,deterring,VBG,from,IN,PP-CLR,VBG1VP0PP-CLR0,1
1242,invest.01,g,0,0,investing,VBG,U.S.,NNP,NP-2,VBG1VP1VP1S-NOM1PP-CLR1VP0NP-20,0
1243,invest.01,g,0,0,investing,VBG,there,RB,ADVP-LOC,VBG1VP1VP0ADVP-LOC0,1
1244,market.01,g,0,0,marketing,VBG,U.S.,NNP,NP-2,VBG1VP1VP1S-NOM1PP-CLR1VP0NP-20,0
1245,market.01,g,0,0,marketing,VBG,their,PRP$,NP,VBG1VP0NP0,1
1246,market.01,g,0,0,marketing,VBG,there,RB,ADVP-LOC,VBG1VP1VP0ADVP-LOC0,1
1247,laud.01,v,p,a,lauded,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1248,laud.01,v,p,a,lauded,VBD,South,NNP,NP-1,VBD1VP0NP-10,1
1249,laud.01,v,p,a,lauded,VBD,for,IN,PP-CLR,VBD1VP0PP-CLR0,1
1250,create.01,g,0,0,creating,VBG,South,NNP,NP-1,VBG1VP1S-NOM1PP-CLR1VP0NP-10,0
1251,create.01,g,0,0,creating,VBG,an,DT,NP,VBG1VP0NP0,1
1252,train.01,p,0,p,trained,VBN,special,JJ,NP,VBN1VP1NP0NP0,0
1253,train.01,p,0,p,trained,VBN,*,-NONE-,S,VBN1VP0S0,1
1254,pursue.01,i,0,a,pursue,VB,special,JJ,NP,VB1VP1VP1S1VP1NP0NP0,0
1255,pursue.01,i,0,a,pursue,VB,movie,NN,NP,VB1VP0NP0,1
1256,institute.01,p,n,a,instituted,VBN,Seoul,NNP,NP-SBJ,VBN1VP1VP1S-TPC-10NP-SBJ0,0
1257,institute.01,p,n,a,instituted,VBN,also,RB,ADVP,VBN1VP1VP1S-TPC-10ADVP0,0
1258,institute.01,p,n,a,instituted,VBN,effective,JJ,NP,VBN1VP0NP0,1
1259,aid.01,i,0,a,aid,VB,Seoul,NNP,NP-SBJ,VB1VP1VP1S1SBAR1NP1VP1VP1S-TPC-10NP-SBJ0,0
1260,aid.01,i,0,a,aid,VB,these,DT,NP,VB1VP0NP0,1
1261,aid.01,i,0,a,aid,VB,effective,JJ,NP,VB1VP1VP1S1SBAR1NP0NP0,0
1262,say.01,v,p,a,said,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1265,improve.01,p,n,a,improved,VBN,its,PRP$,NP,VBN1VP0NP0,1
1266,improve.01,p,n,a,improved,VBN,by,IN,PP-MNR,VBN1VP0PP-MNR0,1
1267,initial.01,g,0,0,initialing,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0
1269,amend.01,p,0,a,amending,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0
1270,amend.01,p,0,a,amending,VBG,its,PRP$,NP,VBG1VP0NP0,1
1271,introduce.02,p,0,a,introducing,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0
1272,introduce.02,p,0,a,introducing,VBG,legislation,NN,NP,VBG1VP0NP0,1
1273,protect.01,i,0,a,protect,VB,Taiwan,NNP,NP-SBJ-2,VB1VP1VP1S1SBAR1NP1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0
1274,protect.01,i,0,a,protect,VB,foreign,JJ,NP,VB1VP0NP0,1
1275,protect.01,i,0,a,protect,VB,from,IN,PP-CLR,VB1VP0PP-CLR0,1
1276,compel.01,0,0,a,compel,VB,That,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1277,compel.01,0,0,a,compel,VB,could,MD,MD,VB1VP1VP0MD0,0
1278,compel.01,0,0,a,compel,VB,Taipei,NNP,NP-SBJ,VB1VP0S0NP-SBJ0,1
1279,compel.01,0,0,a,compel,VB,to,TO,VP,VB1VP0S0VP0,1
1280,grow.01,p,0,a,growing,VBG,number,NN,NN,VBG1NP0NN0,1
1281,pay.01,i,0,a,pay,VB,Taipei,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1282,pay.01,i,0,a,pay,VB,movie,NN,NP,VB1VP0NP0,1
1284,show.01,g,0,0,showing,VBG,movie,NN,NP,VBG1VP1S-NOM1PP-PRP1VP0NP0,0
1285,show.01,g,0,0,showing,VBG,their,PRP$,NP,VBG1VP0NP0,1
1286,vow.01,p,n,a,vowed,VBN,Saudi,NNP,NP-SBJ-2,VBN1VP1VP1S-TPC-10NP-SBJ-20,0
1289,enact.01,i,0,a,enact,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0
1290,enact.01,i,0,a,enact,VB,a,DT,NP,VB1VP0NP0,1
1291,apply.02,i,0,a,apply,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0
1292,apply.02,i,0,a,apply,VB,the,DT,NP,VB1VP0NP0,1
1293,apply.02,i,0,a,apply,VB,to,TO,PP,VB1VP0PP-CLR0PP0,1
1294,apply.02,i,0,a,apply,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0
1295,apply.02,i,0,a,apply,VB,the,DT,NP,VB1VP0NP0,1
1297,say.01,v,p,a,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1299,remain.01,v,f,a,remain,VB,They,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1300,remain.01,v,f,a,remain,VB,will,MD,MD,VB1VP1VP0MD0,0
1301,remain.01,v,f,a,remain,VB,on,IN,PP-LOC-PRD,VB1VP0PP-LOC-PRD0,1
1302,include.01,v,n,a,includes,VBZ,a,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0
1303,include.01,v,n,a,includes,VBZ,17,CD,NP,VBZ1VP0NP0,1
1304,deem.01,p,n,p,deemed,VBN,Those,DT,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0
1306,pose.02,i,0,a,pose,VB,Those,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1VP1S0NP-SBJ-10,0
1307,pose.02,i,0,a,pose,VB,less-serious,JJ,NP,VB1VP0NP0NP0,1
1308,pose.02,i,0,a,pose,VB,for,IN,PP,VB1VP0NP0PP0,1
1309,specialize.01,p,0,a,specializing,VBG,a,DT,NP,VBG1VP1NP0NP0,0
1310,specialize.01,p,0,a,specializing,VBG,in,IN,PP-CLR,VBG1VP0PP-CLR0,1
1311,say.01,v,p,a,said,VBD,Gary,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1312,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1313,combine.01,p,0,p,combined,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1
1314,combine.01,p,0,p,combined,VBN,the,DT,NP,VBN1VP1NP-SBJ0NP0,0
1315,grow.01,p,0,a,growing,VBG,recognition,NN,NN,VBG1NP0NN0,1
1316,protect.01,g,0,0,protecting,VBG,*,-NONE-,-NONE-,VBG1VP1S-NOM-SBJ0NP-SBJ0-NONE-0,0
1317,protect.01,g,0,0,protecting,VBG,intellectual,JJ,NP,VBG1VP0NP0,1
1318,prompt.01,v,p,a,prompted,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1320,make.03,p,0,p,made,VBN,the,DT,NP,VBN1VP1NP0NP0,0
1323,tell.01,v,n,a,tells,VBZ,us,PRP,NP,VBZ1VP0NP0,1
1324,tell.01,v,n,a,tells,VBZ,What,WP,WHNP-28,VBZ1VP1S1SBAR-NOM-SBJ0WHNP-280,0
1325,work.01,p,n,a,working,VBG,U.S.,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
1326,say.01,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1327,say.01,v,p,a,said,VBD,What,WP,S-TPC-1,VBD1VP1S0S-TPC-10,0
1328,say.01,v,p,a,said,VBD,He,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1329,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1331,remove.01,p,0,p,removed,VBN,from,IN,PP-CLR,VBN1VP0PP-CLR0,1
1332,remove.01,p,0,p,removed,VBN,because,IN,PP-PRP,VBN1VP0PP-PRP0,1
1333,craft.01,i,0,a,craft,VB,Mexico,NNP,NP-SBJ,VB1VP1VP1S1NP1PP-PRP1VP1VP1VP1S1SBAR1NP1PP1NP-PRD1VP1VP1S0NP-SBJ0,0
1334,craft.01,i,0,a,craft,VB,a,DT,NP,VB1VP0NP0,1
1335,say.01,v,p,a,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1336,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
1337,concern.01,p,n,p,concerned,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S0NP-SBJ0,0
1338,concern.01,p,n,p,concerned,VBN,still,RB,ADVP-TMP,VBN1ADJP-PRD1VP0ADVP-TMP0,0
1339,concern.01,p,n,p,concerned,VBN,about,IN,PP,VBN1ADJP-PRD0PP0,1
1341,complain.01,p,n,a,complained,VBN,earlier,JJR,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0
1342,complain.01,p,n,a,complained,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1
1343,require.01,v,n,a,requires,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1344,require.01,v,n,a,requires,VBZ,Mrs.,NNP,NP-SBJ,VBZ1VP0S0NP-SBJ0,1
1345,require.01,v,n,a,requires,VBZ,to,TO,VP,VBZ1VP0S0VP0,1
